Categoria_Amazon;Categorias_ML_Correlacionadas;Produto_Amazon;ASIN_Amazon;Status
Móveis;Casa, Móveis e Decoração;Gaveteiro Plástico Grande 3 Gavetas Preto Gv14p São Bernardo;B076X7T36F;Agrupado por categoria
Móveis;Casa, Móveis e Decoração;Armario Espelheira Para Banheiro 1 Porta Cleópatra (Branco);B0D6RZK3GR;Agrupado por categoria
Móveis;Casa, Móveis e Decoração;Cama Box Casal + Colchão De Molas - Anjos - Classic Superlastic 138cm;B0894JN5BR;Agrupado por categoria
Móveis;Casa, Móveis e Decoração;Mesa Dobravel Portatil, Escrivaninha Dobravel Maleta para Camping Cozinha Estudo（90×60×70CM）;B0DXTJ1BF7;Agrupado por categoria
Móveis;Casa, Móveis e Decoração;Cadeira de escritório ergonômica com estofado de mesh (Preto profundo);B0FP4XDWHF;Agrupado por categoria
Móveis;Casa, Móveis e Decoração;Escrivaninha com Estante Lateral MATCH cor Preto/Pinho - Artely;B08YP35XRT;Agrupado por categoria
Móveis;Casa, Móveis e Decoração;Sanremo - Lixeira Plástica Basculante de 30 Litros, Linha Casablanca;B07BYGC56C;Agrupado por categoria
Móveis;Casa, Móveis e Decoração;Cadeira Camping Dobrável Com Bolsa Porta Copos E Pé De Ferro E Tecido Poliéster Resistente Premium;B0GFG39H1J;Agrupado por categoria
Móveis;Casa, Móveis e Decoração;Rodízio Kit 5 Rodinhas Cadeira Escritório Silicone Antirisco;B0D9PRYS4D;Agrupado por categoria
Móveis;Casa, Móveis e Decoração;Loft7, Conjunto Kit 4 Cadeiras Design Allegra Polipropileno Injetado Alta Densidade Empilhável Sala Cozinha Jantar Bar Jardim Varanda Preto;B083QZTHLZ;Agrupado por categoria
Móveis;Casa, Móveis e Decoração;Colchão Espuma D33 Solteiro Quarto Cama 188X88X12- BT (Bege);B0G44L4MXP;Agrupado por categoria
Móveis;Casa, Móveis e Decoração;LarkLeaves Cadeira Ergonômica de Escritório com Encosto Ajustável 3D, Apoio de Braço 3D, Suporte Lombar Adaptativo 2D, Malha Respirável, Preta;B0DJX8NKGT;Agrupado por categoria
Móveis;Casa, Móveis e Decoração;Painel Para TV 50 Polegadas Sala/Quarto Nicho Prateleira Berlim (Ripado/OffWhite);B0DK9NQPVC;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Tilibra 305421 Universitário 10 Matérias Zip - Caderno Espiral, Capa Dura, 160 Folhas, Preto;B07VFWFS4P;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Borracha Branca Pequena com Capa Plástica, Faber-Castell, FC Max, SM/107024, 2 Unidades;B078GSK31B;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Kit de 24 Canetas Marcador Permanente Ponta Dupla Touch Coloridas para Desenho Profissional Escolar Infantil com Estojo Organizador Base Artista Canetinhas Hidrográficas Alcool Caneta para Colorir;B0FVW6DHDN;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Marca Texto Grifpen Estojo 6 Unidades, Faber-Castell, MT/TP6ZF, Multicor, pacote de 6;B07QPCB3ZN;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Chamequinho Papel A4, 75 g, 100 Folhas, Branco Sulfite;B076X67XSW;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Bloco Desenho A4 140g/m², Canson, 66667070, Branco, 20 Folhas;B077J11968;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Borracha Branca, Faber-Castell, Dust Free, SM/187137, 2 Unidades;B07FJ17DS6;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Caneta Esferográfica SPIRO, CIS, Blister c/8 unidades sortidas, Multicolorido;B09S6V872Z;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Lapis Preto Sextavado 2=HB, Faber-Castell, EcoLápis, 1205 Max, SM/1205SL6P5, 6 Unidades;B072PZ99RG;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Lápis De Cor, Faber-Castell, Ecolápis Supersoft, 210710, 12 cores;B0FMG2WZPF;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Chamex - Papel Sulfite, A4, 75g, 500 folhas;B01CZXF4XW;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;"Lápis de cor,Faber-Castell,PM/1210AZ12+2; Ecolápis Grafite Max nº 2HB, Azul, Redondo; 12+ 2 unidades";B077PZQTS9;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;ECOLAPIS 12+3 CARAS & CORES, Faber-Castell, 120112CC, Tons de pele;B07GRD3HCM;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Apontador com Deposito Plástico, Faber-Castell, SM/060124ZF, Cores Sortidas,Multicor;B071FNWZ34;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Scotch, 3M, Cola em Bastão, Branca;B07F4HL9V9;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Tilibra - Caderno Brochura Universitário, Capa Dura, D+, 200x275mm, 96 Folhas, Azul;B078881WKF;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Lápis De Cor, Faber-Castell, Ecolápis Supersoft, 210724, 24 cores;B0FMFXH7RT;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Cartela Combo Pastel Rosa, Faber-Castell, SM/1205PASTELAPR, Multicor, pacote de 4;B07QRZ9TW6;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Corretivo, Faber-Castell, SM/107070, Branca;B07F69XZ7R;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Bloco refil grande pautado 90g com 50 folhas Cirg4003 Caderno Inteligente;B078ZWT1CC;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Tilibra - Corretivo em Fita 5mmx6m Azul - Blister com 1 Unidade;B0787G348P;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Pentel Caneta Izee 4 Cores 0.7 Corpo Branco Tinta Azul Vermelho Verde e Preto SM/BXC467W;B0CP49Q452;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Pentel Caneta Gel Energel X 0.5mm Preto SM/BLN105-AN;B07V69MJTR;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Ecolapis 1205 Max Pastel 4 Cores, Faber-Castell, SM/1205PASTEL, Multicor, pacote de 4;B07QRZ9GHD;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;ECOLAPIS 24+3 CARAS & CORES, Faber-Castell, 120124CC, Tons de pele;B07GRHFS6Z;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Tilibra Universitário D+ - Caderno Brochura Capa Dura, 200x275mm, 48 Folhas, Verde;B07887KXCD;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Lápis de Cor Ecolápis Bicolor 24 Lápis/48 Cores Faber Castell;B071FNWFJR;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Apontador com Depósito Minibox, Faber-Castell, SM/MINIBOX, Multicor;B07FMRC7N7;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Tilibra - Caderno Cartografia e Desenho Pepper Azul 80 folhas - 1 un;B07895H61Y;Agrupado por categoria
Papelaria e Escritório;Arte, Papelaria e Armarinho;Caneta Fine Pen, Faber-Castell, SM/FPBAZZF, Azul;B072M2ZBJM;Agrupado por categoria
Pet Shop;Pet Shop;Bravecto® Cães 250mg - Antipulgas e Carrapatos - Cães de 4,5 a 10kg - 1 Comp. Mastigável - MSD Saúde Animal;B07J4J9XKZ;Agrupado por categoria
Pet Shop;Pet Shop;Viva Verde Areia Higiênica Biodegradável para Gatos Grãos Finos 4kg;B07YP1K82Z;Agrupado por categoria
Pet Shop;Pet Shop;NexGard Antipulgas e Carrapatos para Cães de 4,1 a 10kg, 1 tablete;B07XZDZWTG;Agrupado por categoria
Pet Shop;Pet Shop;Tapete Higiênico Premium para cães Petlike Ultrapads Aroma Lavanda 80cmx60cm 30 unid.;B07PZWDZT9;Agrupado por categoria
Pet Shop;Pet Shop;Blue Premium Tapete Higiênico Para Cães 30 Unidades;B07XVX9G17;Agrupado por categoria
Pet Shop;Pet Shop;Pack Ração Úmida Whiskas Sachê Carne ao Molho para Gatos Adultos 85 g - 20 unidades;B0BSGL3F5Q;Agrupado por categoria
Pet Shop;Pet Shop;WHISKAS Ração Carne Gatos Adultos Castrados 2,7 kg;B0BCHB3X2W;Agrupado por categoria
Pet Shop;Pet Shop;Pipicat Granulado Sanitario Classic 4 kg;B07HFFX8V9;Agrupado por categoria
Pet Shop;Pet Shop;NexGard Spectra Antipulgas e Carrapatos e Vermífugo para Cães de 3,6 a 7,5kg - 1 tablete;B0977TDYVS;Agrupado por categoria
Pet Shop;Pet Shop;Good Pad Tapete Higiênico Para Cães 60Cmx60Cm 50 Unidades Embalagem Pode Variar;B07WV6C6TM;Agrupado por categoria
Pet Shop;Pet Shop;Saco De Lixo PACK LIXO Lavanda Pia e Banheiro (34X38) - Sacos de lixo perfumardos que neutralizam o odor;B0CC2SX32M;Agrupado por categoria
Pet Shop;Pet Shop;Scalibor® 19g - Coleira Antiparasitária contra mosquitos vetores da Leishmaniose - Cães porte médio 48cm - MSD Saúde Animal;B07Y5NF2FZ;Agrupado por categoria
Pet Shop;Pet Shop;Dreamies Petisco Carne Tentadora Gatos Adultos 150G;B0BWQ5VHJQ;Agrupado por categoria
Pet Shop;Pet Shop;NexGard Spectra Antipulgas e Carrapatos e Vermífugo para Cães de 7,6 a 15kg - 1 tablete;B0977T9WTB;Agrupado por categoria
Pet Shop;Pet Shop;NexGard Antipulgas e Carrapatos para Cães de 4,1 a 10kg 3 tabletes;B07M6KHQKT;Agrupado por categoria
Pet Shop;Pet Shop;Chalesco Tapete Higiênico Premium 50 Unidades 90 x 60 cm;B07WRS2BQ5;Agrupado por categoria
Pet Shop;Pet Shop;Pack Nestlé Purina Friskies Ração Úmida Para Gatos Adultos Carne Ao Molho - Com 15 Sachês 85g;B07PN67ZGJ;Agrupado por categoria
Pet Shop;Pet Shop;Pack Ração Úmida Pedigree Sachê Carne ao Molho para Cães Adultos de Raças Pequenas - Leve 18 Pague 15;B0DPXSDD9R;Agrupado por categoria
Pet Shop;Pet Shop;Bola Interativa Pet Inteligente Gato Cão Automática Recarregável Tipo C Brinquedo Gatos Rolamento Inteligente Brinquedos Pets Anti Mordida Brincar Cães Objeto Gato Durável Brinquedo Pet Cores Sortidas;B0FSQMD76R;Agrupado por categoria
Pet Shop;Pet Shop;Coleira Seresto® anti-carrapatos e pulgas para cães e gatos de até 8kg;B07VM9XZVT;Agrupado por categoria
Pet Shop;Pet Shop;Viva Verde Areia Higiênica Biodegradável Para Gatos Grãos Mistos 4Kg;B07YXF387Y;Agrupado por categoria
Pet Shop;Pet Shop;Biscoito Pedigree Biscrok Para Cães Adultos Multi, 1 kg;B07XQ7M2P7;Agrupado por categoria
Pet Shop;Pet Shop;Bebedouro para Gatos, 3L Fonte Gato Inox Comedouros, Bebedouros e Acessorios para Gatos, Silenciosa, Bivolt;B0DGTKZ2S1;Agrupado por categoria
Pet Shop;Pet Shop;Zoetis Simparic 20Mg 5 1 Até 10Kg 1Cp Para Cães;B07NGRY9V1;Agrupado por categoria
Pet Shop;Pet Shop;Pack Ração Úmida Whiskas Sachê Frango ao Molho para Gatos Adultos - Leve 20 Pague 16;B0DPXVPRGC;Agrupado por categoria
Pet Shop;Pet Shop;Tapete Higiênico Premium para cães Petlike Ultrapads Aroma Neutro 80cmx60cm 30 unid.;B07QLZQFXL;Agrupado por categoria
Pet Shop;Pet Shop;Zoetis Simparic 20Mg 5 1 Até 10Kg 03 Compr Para Cães;B07Y1Y7NDX;Agrupado por categoria
Pet Shop;Pet Shop;PremieR Pet Golden Special Ração Seca para Gatos Castrados Sabor Frango e Carne 10,1kg;B0CHR2NCKQ;Agrupado por categoria
Pet Shop;Pet Shop;NexGard Spectra Antipulgas e Carrapatos e Vermífugo para Cães de 15,1 a 30kg - 1 tablete;B0977TBDC7;Agrupado por categoria
Pet Shop;Pet Shop;WAP Eliminador e Neutralizador de Odores Pet WAP ELIMINA ODORES PET 1 LITRO, Branco e Verde;B0999JX2HP;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Omo Sabão Líquido Ultra Power 1,8 L;B0CBCRP3BS;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Creatina Pura Dark Lab 300g, Monohidratada 100% de Pureza, Sem Glúten, Sem Sabor;B081QQFXMK;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Whey Protein Concentrado Chocolate Branco Pote 900g – Contribui para o Ganho Muscular Hipertrofia – Dux Human Health;B0CMXQGND5;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;NIVEA Sabonete Líquido Íntimo Suave 250ml, Limpeza Delicada, Mantém pH Natural, Extrato de Camomila, Cuidado Calmante, Uso Diário;B07F3DK2CK;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;MAX TITANIUM CREATINA 300 GR MONOHIDRATADA;B07DVJC66X;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Creatina Pura Dark Lab 500g, Monohidratada 100% de Pureza, Sem Sabor;B0CF71CJ2L;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Balança Digital Bioimpedância Premium Bluetooth com App Saúde iOS Android para IMC Gordura Corporal Massa Muscular Massa Óssea Água Corporal Taxa Metabólica BMR Alta Precisão Vidro Temperado LED;B0DGVS763S;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Integralmedica - Creatina em Pó Hardcore 100% Pura e Monohidratada - 300g;B07L5WFHXW;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Omo Sabão Líquido 2 Unidades Lavagem Perfeita 5L;B0D6CV1P49;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;TOYADENT PRO Escova de Dente Macia Premium Alemãs da Pedex, Adulto, Cerdas Extra, 5500 Cerdas, 3 Unidades Multicolorida;B0FG2DQF7G;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Creatina Monohidratada Sem Sabor - Pote 300g - Suplementação Treino Academia, Ganho Muscular Hipertrofia, Força Energia Resistência, Suplementos Naturais - DUX HUMAN HEALTH;B0BHL6FKYY;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Neve Papel Higiênico Supreme Folha Tripla, 20m, Leve 24 Pague 21 Rolos;B07FNFPSWL;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Creatina Pura Dark Lab 1kg, Monohidratada 100% de Pureza, Sem Sabor;B0CDNJ3S3D;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Brilhante Limpeza Total - Lava Roupas Líquido 3L;B07DTN9W36;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Vitafor - Ômega 3 EPA DHA - 120 Cápsulas;B07939CW22;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Personal VIP - Papel Higiênico Folha Dupla, Branco 24 unidades (Embalagem pode variar);B07D5LZZCC;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Vitafor - Omegafor Plus- 120 Cápsulas;B07L5W6GVC;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;OralGos Escova de Dente Adulto, 5 Unidades, Cerdas de Carvão Ativo, Macia, Para Gengivas Sensíveis, Multi-Cores, Prática para Viagem e Uso Familiar;B0FFH7HBCN;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Vitafor - Coenzima Q10 200mg - 60 Cápsulas;B07L5VNT9Q;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Downy Amaciante Concentrado Brisa Intenso 3L, Rende 12L, Perfume Intenso com Notas de Rosas e Frutas Vermelhas;B0C6NJWJ11;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Soldiers Nutrition Creatina Monohidratada 500g;B0BL579H1Z;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Massageador Elétrico Pistola Muscular Profissional Recarregável 4 Ponteiras Massagem Relaxante Alívio Dores Pós-Treino Miofascial Fitness Corpo Inteiro Esportivo Portátil Silencioso Premium;B0DCZY7KTV;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Creme Dental Colgate Total Anti Tártaro 3 unidades 90g;B08BGQY8RN;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Creme Dental Para Sensibilidade Colgate Sensitive Pro-Alívio Imediato Original 90g Leve 3 Pague 2;B097NRKZYH;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Vitafor - Creafort Creatina Creapure - 300g;B07KX4X8BW;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Downy Amaciante Concentrado Frescor Da Primavera 1.5L, Rende 6L, Perfume com Notas de Flores e Baunilha;B08553P1JV;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Colgate Escova De Dente Slim Soft 4 Unidades;B08K4HMYHH;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Downy Amaciante Concentrado Brisa de Verão 3L, Rende 12L, Perfume com Notas de Flores e Ar fresco;B07MBXDB51;Agrupado por categoria
Saúde e Bem-Estar;Saúde, Beleza e Cuidado Pessoal;Downy Amaciante Concentrado Perfume Collection Místico 3L;B098CL79W1;Agrupado por categoria
